reward,loss,timesteps
268,305.98383,2624031
270,401.15292,2626618
276,335.87057,2628346
271,365.40735,2630904
283,491.06125,2632627
292,195.32274,2634645
284,209.19344,2637002
267,709.33057,2638493
285,185.93721,2640739
285,354.98608,2643033
286,712.52136,2645187
268,1006.6499,2646704
276,233.8411,2649075
278,182.68692,2651536
266,272.36063,2652909
273,678.41534,2655479
265,313.8145,2657713
258,552.61505,2658830
255,1577.375,2661360
269,263.27612,2663274
282,438.71442,2665546
274,368.05988,2667207
265,326.78778,2669739
253,412.17902,2671090
277,829.45447,2674003
258,479.65988,2675897
268,180.7318,2677637
275,878.6587,2679655
272,603.9026,2681544
282,229.3078,2683889
259,284.76605,2685960
260,4755.6987,2687865
276,321.0212,2690020
278,305.80844,2692364
272,256.1739,2693996
269,777.3258,2695900
282,201.75385,2698528
270,432.33588,2700084
269,275.64948,2702775
259,315.46045,2703808
268,265.8721,2706458
291,4234.58,2708804
293,451.8145,2709871
283,281.81683,2712560
281,174.14249,2714513
281,390.86258,2716206
276,318.90015,2718333
282,221.70056,2721173
277,589.86237,2721873
288,268.22635,2724938
292,309.53824,2726542
298,291.25354,2728957
275,246.48836,2731211
271,376.71515,2733543
276,345.5277,2735300
279,304.092,2736983
279,335.8415,2739313
274,243.1253,2741068
273,173.13615,2743709
275,284.6432,2745222
285,5212.003,2747603
279,302.13,2749560
271,193.10287,2751098
269,319.27597,2753473
275,192.98547,2756000
258,862.9282,2757624
265,368.6745,2760015
271,365.55347,2761887
269,286.24323,2763582
270,216.70818,2765334
268,206.87166,2767321
255,321.3387,2770283
259,335.31003,2771968
265,211.31976,2773858
265,382.89386,2776444
266,245.89722,2777654
264,209.04065,2779778
279,361.5553,2782035
259,329.7321,2784495
263,184.1489,2786056
267,253.17175,2788720
273,255.79358,2790490
274,330.30865,2792504
274,242.51941,2794485
269,215.24533,2795884
272,217.37955,2798727
277,1077.2654,2800595
279,266.50134,2802073
271,749.497,2804933
270,355.0845,2806465
280,3120.8018,2808410
297,656.5513,2810769
303,235.29561,2812588
300,485.007,2814692
305,347.17084,2817168
305,599.0823,2818627
310,686.084,2821158
312,801.92914,2822589
317,657.96814,2825645
306,402.92026,2827065
306,220.01538,2829933
286,329.1985,2831335
290,218.62207,2833084
291,1297.8506,2835565
288,461.59918,2837825
296,877.389,2839371
284,356.28793,2841675
290,1081.9528,2843525
279,360.27582,2845634
287,724.02466,2847283
298,476.34,2849613
291,552.10986,2851955
309,255.06403,2854042
295,350.24988,2855948
298,902.37134,2858251
307,946.3202,2860154
291,491.28473,2861683
306,133.78639,2863680
307,419.32092,2865774
299,375.21735,2868358
297,237.32364,2870594
288,318.3118,2872456
285,928.9424,2873972
279,319.71417,2876270
290,1430.7344,2878231
295,1319.1813,2880222
277,835.6461,2882641
288,256.7089,2884096
274,617.6706,2886591
279,272.28146,2888405
275,242.27425,2890350
268,315.72287,2892693
281,960.07947,2894434
290,506.84485,2896737
278,304.91235,2898544
288,405.98663,2901046
273,274.07587,2902805
282,725.9608,2905111
289,1006.76416,2906761
304,693.7,2909422
293,405.29965,2911413
292,1444.4294,2912913
309,363.30164,2915725
302,1045.6782,2916820
307,443.32025,2919366
306,879.6254,2920961
313,407.90985,2923438
312,417.72015,2926086
314,826.3433,2927409
301,448.54822,2929713
298,453.54083,2931690
306,1119.7844,2933743
302,406.2848,2935913
301,324.36795,2937611
293,1019.0111,2939889
294,375.88196,2941198
296,340.56625,2944105
282,336.00262,2945384
297,250.02924,2948211
285,381.82428,2950313
280,491.4458,2951797
287,388.6712,2954571
290,519.31726,2956117
292,1031.8387,2958150
295,439.11987,2959305
294,373.75507,2962487
298,498.67233,2964134
287,307.94495,2966529
288,411.5961,2968530
279,1053.7931,2970329
302,1149.4694,2973338
297,363.28082,2974126
289,281.01584,2977350
277,310.472,2978864
288,1053.1327,2980977
289,618.085,2983232
291,251.55858,2984915
291,462.46518,2987180
297,678.1593,2988991
289,1088.4526,2990962
297,1329.458,2992770
295,288.71558,2994665
297,17102.023,2997156
329,497.73358,2998828
338,280.8363,3001462
325,438.9276,3003262
324,340.0607,3004959
311,380.91592,3007422
316,348.3736,3009507
308,456.24286,3011429
328,1376.5137,3014016
330,911.746,3015244
316,472.94263,3017829
324,370.2399,3019642
295,1072.8789,3021672
294,436.53516,3023863
296,345.69128,3026066
303,905.5196,3027901
305,1259.3308,3030345
306,422.3003,3032078
286,322.20013,3034617
275,402.4804,3035759
276,985.9724,3037753
271,448.46527,3040353
269,300.69763,3042168
261,297.48425,3044452
259,348.69754,3046515
260,1014.7082,3048198
279,1138.3495,3050306
268,455.89807,3052695
286,368.82922,3054591
290,273.78488,3056651
282,330.05734,3058218
302,920.3815,3060946
292,376.41553,3062806
304,224.23811,3064783
297,464.5511,3067213
298,1381.9006,3068563
299,378.16165,3071346
294,2413.555,3072764
318,980.16473,3075037
306,367.99084,3076737
310,476.22675,3078958
310,270.06857,3081430
287,1432.772,3082708
318,909.12585,3085295
299,390.96643,3087147
307,782.1853,3088812
319,944.4814,3091821
303,369.77618,3092936
311,293.10278,3095552
281,323.4666,3097579
293,745.0113,3099364
285,313.92828,3101463
282,320.94733,3103740
297,931.61115,3105999
273,261.48102,3107755
280,1099.8027,3109685
275,383.17392,3111758
286,957.1329,3114224
286,517.23975,3116170
287,775.81537,3117566
306,562.3573,3120490
287,481.2268,3121421
294,404.20374,3124287
293,490.41168,3125973
294,843.6019,3128236
290,355.188,3130599
296,1478.3594,3132160
304,584.3689,3134534
287,297.79907,3136161
289,232.96626,3138953
267,357.745,3140902
271,730.14954,3142223
274,417.9398,3144500
270,401.71075,3146881
294,5246.0356,3149310
296,1008.6586,3150674
297,1065.0492,3152797
286,307.85236,3155139
298,288.0974,3157215
290,371.58377,3159553
292,299.62643,3160622
292,336.46216,3162310
298,1019.3904,3165140
300,394.3419,3167383
302,275.7845,3169266
270,285.89777,3171127
281,229.61192,3173259
269,235.29085,3175464
270,224.1677,3177395
276,855.0447,3179664
272,438.1891,3181821
275,242.25354,3183588
286,239.96907,3185892
264,330.49628,3188025
264,714.4094,3188519
280,352.24707,3191902
280,344.09155,3193559
283,229.6814,3195856
272,266.61865,3197469
286,817.5439,3200288
274,865.052,3202037
280,356.74713,3204358
284,266.70117,3205686
278,451.51245,3208412
276,340.4018,3210104
290,385.9446,3212149
283,289.06082,3214529
276,915.91565,3216208
284,744.9191,3218599
295,905.13074,3220539
287,271.851,3223028
285,472.05115,3224598
284,260.40646,3226678
276,1130.0571,3228581
287,2700.3577,3230084
305,282.09448,3233110
290,384.5739,3234407
292,326.12082,3236400
302,805.0519,3238816
292,505.947,3240950
288,4740.958,3242534
314,824.0407,3245162
312,942.3917,3247275
308,381.94418,3248585
325,486.70807,3251172
315,504.99615,3253285
308,480.3921,3255622
312,1025.2737,3256858
335,836.0038,3259576
307,304.83575,3261029
313,278.36526,3263336
300,383.2622,3265593
299,285.68643,3267744
300,361.26544,3269418
294,775.8034,3271895
297,414.133,3273198
290,1269.5536,3275327
296,434.79254,3277812
285,900.34753,3279927
285,835.552,3281321
293,1030.325,3283484
305,560.5488,3286266
294,1054.5627,3288074
298,393.28674,3290276
301,564.51,3292340
306,765.30865,3294453
300,390.71683,3296495
284,299.81512,3298214
289,380.08368,3299976
291,251.55443,3302624
